GENUS	SPECIES	SUBSPECIES	REFERENCE	STATUS	AUTHORS	REMARKS	RISK_GRP	TYPE_STRAINS	RECORD_NO	RECORD_LNK
Streptococcus	gallolyticus	gallolyticus	46:362	subsp. nov. (VP)	Osawa et al. 1996 emend. Beck et al. 2008		2, ht	ACM 3611, CCUG 35224, CIP 105428, HDP 98035, JCM 10005, LMG 16802	781338	
Streptococcus	gallolyticus	macedonicus	53:643*	comb. nov. (VP)	(Tsakalidou et al. 1998) Schlegel et al. 2003		1	ACA-DC 206, ATCC BAA-249, CCUG 39970, CIP 105683, HDP 98362, JCM 11119, LAB 617, LMG 18488	781339	
Streptococcus	gallolyticus	pasteurianus	53:643*	comb. nov. (VP)	(Poyart et al. 2002) Schlegel et al. 2003 emend. Beck et al. 2008		2, ht	CIP 107122, DSM 15351, NEM 1202	781340	
Streptococcus	garvieae		34:270	sp. nov. (VL)	Collins et al. 1984		2, ht	DSM 20684, NCDO 2155	781341	794648
Streptococcus	gordonii		39:471*	sp. nov. (VP)	Kilian et al. 1989		2	ATCC 10558, DSM 6777, NCTC 7865	781342	
Streptococcus	halichoeri		54:1756*	sp. nov. (VP)	Lawson et al. 2004 emend. Shewmaker et al. 2016			CCUG 48324, CIP 108195	781344	
Streptococcus	halotolerans		66:4216*	sp. nov. (VP)	Niu et al. 2016			HTS9, DSM 101996, CGMCC 1.15532	794667	
Streptococcus	hansenii		30:367 (AL)	species (AL)	Holdeman and Moore 1974		1	ATCC 27752, DSM 20583	781345	787480
Streptococcus	henryi		58:265*	sp. nov. (VP)	Milinovich et al. 2008			126, ATCC BAA-1484, DSM 19005	787163	
Streptococcus	himalayensis		67:260*	sp. nov. (VP)	Niu et al. 2017			HTS2, DSM 101997, CGMCC 1.15533	795087	
Streptococcus	hongkongensis		63:2575*	sp. nov. (VP)	Lau et al. 2013		1, +	HKU30, DSM 26014, CECT 8154	790926	
Streptococcus	hyointestinalis		38:440*	sp. nov. (VP)	Devriese et al. 1988		1	DSM 20770, S93	781347	
Streptococcus	hyovaginalis		47:1077*	sp. nov. (VP)	Devriese et al. 1997		1	DSM 12219, LMG 14710, SHV515	781348	
Streptococcus	ictaluri		57:1606*	sp. nov. (VP)	Shewmaker et al. 2007		2, t	707-05, S02-1108, ATCC BAA-1300, CCUG 52536	786503	
Streptococcus	infantarius		50:1432*	sp. nov. (VP)	Schlegel et al. 2000	because <I>Streptococcus infantarius</I> subsp. <I>coli</I> is not a valid name (lack of type strain) <I>Streptococcus infantarius</I> subsp. <I>infantarius</I> may be reduced to <I>S</I>. <I>infantarius</I>	2	HDP 90056, NCDO 599	784982	
Streptococcus	infantarius	coli	53:642*	subsp. nov. (VP)	Schlegel et al. 2003 emend. Beck et al. 2008			CCUG 47831, HDP 90246, NCDO 964	784983	
Streptococcus	infantarius	infantarius	53:642*	subsp. nov. (VP)	Schlegel et al. 2003		2	ATCC BAA-102, CCUG 43820, CIP 103233, HDP 90056, NCDO 599	784984	
Streptococcus	infantis		48:926*	sp. nov. (VP)	Kawamura et al. 1998		1, +	DSM 12492, GTC 849, JCM 10157, O-122	781349	
Streptococcus	iniae		30:367 (AL)	species (AL)	Pier and Madin 1976		2, Z	ATCC 29178, DSM 20576	781350	
Streptococcus	intermedius		30:367 (AL)	species (AL)	Prévot 1925 emend. Whiley and Beighton 1991	regarded as later subjective synonym of Streptococcus anginosus IJSB 37:222*; later corrected IJSB 41:1*	2, ht	ATCC 27335, DSM 20573, NCDO 2227	781351	
Streptococcus	intestinalis		38:245	sp. nov. (VL), heterotypic syn.	Robinson et al. 1988	synonymy: IJSB 49:740*	1	76-84-1, ATCC 43492, DSM 5199	781352	781298
Streptococcus	lactarius		61:1051*	sp. nov. (VP)	Martín et al. 2011		1	MV1, CECT 7613, DSM 23027	789217	
Streptococcus	lactis		30:368 (AL)	species (AL)	(Lister 1873) Lohnis 1909		1, +	DSM 20481, IMET 10699, NCDO 604	781353	777424
Streptococcus	lactis	cremoris	32:453*	comb. nov. (VP)	(Orla-Jensen 1919) Garvie and Farrow 1982		1	IMET 10707, NCDO 607	784985	777421
Streptococcus	lactis	diacetilactis	32:453*	nom. rev., comb. nov. (VP), heterotypic syn.	(<I>ex</I> Matuszewski et al. 1936) Garvie and Farrow 1982	"basonym ""<I>Streptococcus diacetilactis</I>"""	1, +	NCDO 176	781354	777424
Streptococcus	loxodontisalivarius		64:3291*	sp. nov. (VP)	Saito et al. 2014			NUM 6304, JCM 19287, DSM 27382	792111	
Streptococcus	lutetiensis		52:1253*	sp. nov. (VP)	Poyart et al. 2002	"previously described as""<I>Streptococcus infantarius</I> subsp. <I>coli</I>"" (invalid)"	2	CIP 106849, DSM 15350, NEM 782	781355	
Streptococcus	macacae		34:333*	sp. nov. (VP)	Beighton et al. 1984		1	25-1, ATCC 35911, DSM 20724, NCTC 11558	781356	
Streptococcus	macedonicus		48:525*	sp. nov. (VP)	Tsakalidou et al. 1998		1	ACA-DC 206	781357	781339
Streptococcus	marimammalium		55:274*	sp. nov. (VP)	Lawson et al. 2005			CCUG 48494, CIP 108309, M54/01/1	784986	
Streptococcus	marmotae		66:4321*	sp. nov. (VP)	Niu et al. 2016			HTS5, DSM 101995, CGMCC 1.15534	794812	
Streptococcus	massiliensis		56:1130*	sp. nov. (VP)	Glazunova et al. 2006		1, +	4401825, CCUG 49690, CIP 108498	784987	
Streptococcus	merionis		59:770*	sp. nov. (VP)	Tappe et al. 2009		1	WUE3771, CCUG 54871, DSM 19192	787808	
Streptococcus	minor		54:451*	sp. nov. (VP)	Vancanneyt et al. 2004		1	CCUG 47487, LMG 21734, ON59	781360	
Streptococcus	mitis		30:368 (AL)	species (AL)	Andrewes and Horder 1906	replacement of type strain; IJSB 43:391*	2	ATCC 49456, DSM 12643, NCTC 12261, NS 51	781361	
Streptococcus	morbillorum		30:368 (AL)	species (AL)	(Prévot 1933) Holdeman and Moore 1974		2	ATCC 27824, DSM 20572	781362	776434
Streptococcus	moroccensis		64:2482*	sp. nov. (VP)	Kadri et al. 2014			LMG 27682, CCMM B831	791998	
Streptococcus	mutans		30:368 (AL)	species (AL)	Clarke 1924		2	ATCC 25175, DSM 20523, IFO 13955, NCDO 2062, NCTC 10449	781363	
Streptococcus	oligofermentans		53:1103*	sp. nov. (VP), heterotypic syn.	Tong et al. 2003	synonymy: IJSEM 66:4812*	1	AS 1.3089, LMG 21535	784988	781313
Streptococcus	oralis		32:410*	sp. nov. (VP)	Bridge and Sneath 1982 emend. Kilpper-Bälz et al. 1985 emend. Kilian et al. 1989 emend. Jensen et al. 2016	emended descriptions: IJSB 35:487*, IJSB 39:482/483* and IJSEM 66:4818*	2	ATCC 35037, DSM 20627, LVG 1, NCTC 11427, PB 182	781364	794813
Streptococcus	oralis	dentisani	66:4818*	comb. nov. (VP)	(Camelo-Castilloet al. 2014) Jensen et al. 2016			Str. 7747, CECT 8312, DSM 27088	794814	
Streptococcus	oralis	oralis	66:4818*	subsp. nov. (VP)	(Bridge and Sneath 1982) Jensen et al. 2016		2	ATCC 35037, NCTC 11427	794813	
Streptococcus	oralis	tigurinus	66:4818*	comb. nov. (VP)	(Zbinden et al. 2012) Jensen et al. 2016		2	AZ_3a, CCOS 600, DSM 24864	794815	
Streptococcus	oricebi		66:1066*	sp. nov. (VP)	Saito et al. 2016			M8, JCM 30719, DSM 100101	793813	
Streptococcus	oriloxodontae		64:3758*	sp. nov. (VP)	Shinozaki-Kuwahara et al. 2014			NUM 2101, DSM 27377, JCM 19285	792340	
Streptococcus	orisasini		63:2785*	sp. nov. (VP)	Takada et al. 2013			NUM 1801, JCM 17942, DSM 25193	790987	
Streptococcus	orisratti		50:60*	sp. nov. (VP)	Zhu et al. 2000		1	A63, ATCC 700640	781365	
Streptococcus	orisuis		57:1274*	sp. nov. (VP)	Takada and Hirasawa 2007		1, t+	NUM 1001, JCM 14035, DSM 18307	781314	
Streptococcus	ovis		51:1149*	sp. nov. (VP)	Collins et al. 2001		2, t	CCUG 39485, LMG 19174, S369/98/1	781366	
Streptococcus	panodentis		66:2	sp. nov. (VL)	Okamoto et al. 2016			TKU50, DSM 29921, JCM 30579	793690	
Streptococcus	pantholopis		66:3285*	sp. nov. (VP)	Bai et al. 2016			TA 26, CGMCC 1.15667, DSM 102135, TA 26	794568	
Streptococcus	parasanguinis		40:321	sp. nov. (VL)	Whiley et al. 1990	nom. corrig.: IJSB 47:909*; <I>Streptococcus parasanguis</I> (sic)	2	55898, ATCC 15912, DSM 6778	781368	
Streptococcus	parasuis		65:442*	sp. nov. (VP)	Nomoto et al. 2015			SUT-286, JCM 30273, DSM 29126	792536	
Streptococcus	parauberis		40:470	sp. nov. (VL)	Williams and Collins 1990		2, t	DSM 6631, NCDO 2020	781369	
Streptococcus	parvulus		33:82*	comb. nov. (VP)	(Weinberg et al. 1937) Cato 1983		2	ATCC 33793, DSM 20469, VPI 0546	781370	773539
Streptococcus	pasteurianus		52:1253*	sp. nov. (VP)	Poyart et al. 2002		2, ht	CIP 107122, DSM 15351, NEM 1202	781371	781340
Streptococcus	peroris		48:926*	sp. nov. (VP)	Kawamura et al. 1998		1, +	DSM 12493, GTC 848, JCM 10158, O-66	781372	
Streptococcus	pharyngis		65:2906*	sp. nov. (VP)	Vela et al. 2015			DICM10-00796B, CECT 8754, CCUG 66496	793194	
Streptococcus	phocae		44:649*	subsp. nov. (VP)	Skaar et al. 1994 emend. Avendaño-Herrera et al. 2014	emended description: IJSEM 64:1779*	2, t	8399 H1, NCTC 12719	781373	791841
Streptococcus	phocae	phocae	64:1779*	subsp. nov. (VP)	(Skaar et al. 1994) Avendaño-Herrera et al. 2014		2, t	SVL 8399 H1, CCUG 35103, LMG 16735, ATCC 51973	791841	
Streptococcus	phocae	salmonis	64:1780*	subsp. nov. (VP)	Avendaño-Herrera et al. 2014		2, t	C-4, CECT 7921, DSM 24768	791842	
Streptococcus	plantarum		34:270	sp. nov. (VL)	Collins et al. 1984		1	DSM 20686, NCDO 1960	781374	777426
Streptococcus	pleomorphus		30:368 (AL)	species (AL)	Barnes et al. 1979		1	ATCC 29734, DSM 20574, NCTC 11087	781375	792303
Streptococcus	pluranimalium		49:1225*	sp. nov. (VP)	Devriese et al. 1999		2, t	LMG 14177, T70	781376	
Streptococcus	plurextorum		59:507*	sp. nov. (VP)	Vela et al. 2009		2, t	1956-02, CCUG 52972, CECT 7308	787759	
Streptococcus	pneumoniae		30:368 (AL)	species (AL)	(Klein 1884) Chester 1901		2, ht	ATCC 33400, DSM 20566, NCTC 7465	781377	
Streptococcus	porci		60:107*	sp. nov. (VP)	Vela et al. 2010		2, t	2923-03, CCUG 55896, CECT 7374	788317	
Streptococcus	porcinus		35:224	sp. nov. (VL)	Collins et al. 1985		2, ht	ATCC 43138, DSM 20725, NCTC 10999	781378	
Streptococcus	porcorum		61:1588*	sp. nov. (VP)	Vela et al. 2011		2, t	682-03, CCUG 58479, CECT 7593	789349	
Streptococcus	pseudopneumoniae		55:1	sp. nov. (VL)	Arbique et al. 2005		2	0108, ATCC BAA-960, CCUG 49455, CDC SS-1757	784991	
Streptococcus	pseudoporcinus		57:894	sp. nov. (VL)	Bekal et al. 2007		2	LQ 940-04, ATCC BAA-1381, DSM 18513	785273	
Streptococcus	pyogenes		30:368 (AL)	species (AL)	Rosenbach 1884		2, Z	ATCC 12344, DSM 20565, IMET 3002, NCTC 8198	781379	
Streptococcus	raffinolactis		30:368 (AL)	species (AL)	Orla-Jensen and Hansen 1932		1	DSM 20443, NCDO 617	781380	777427
Streptococcus	ratti		30:368 (AL)	species (AL)	Coykendall 1977	nom. corrig.: IJSB 47:909*; <I>Streptococcus rattus</I> (sic)	1	ATCC 19645, DSM 20564, IMET 3280	781381	
Streptococcus	rifensis		64:2484*	sp. nov. (VP)	Kadri et al. 2014			LMG 27684, CCMM B833	791999	
Streptococcus	rubneri		63:4029*	sp. nov. (VP)	Huch et al. 2013		1	LMG 27207, DSM 26920	791271	
Streptococcus	ruminantium		67:3664*	sp. nov. (VP)	Tohya et al. 2017			GUT-187, DSM 104980, JCM 31869	795865	
Streptococcus	rupicaprae		61:1991*	sp. nov. (VP)	Vela et al. 2011		2, t	2777-2-07, CCUG 59652, CECT 7718	789376	
Streptococcus	saccharolyticus		35:224	sp. nov. (VL)	Farrow et al. 1985		1, +	ATCC 43076, DSM 20726, NCDO 2594	781382	791387
Streptococcus	salivarius		30:368 (AL)	species (AL)	Andrewes and Horder 1906		2	ATCC 7073, DSM 20560, NCTC 8618	781383	788218
Streptococcus	salivarius	salivarius	30:368 (AL)	subsp. nov. (AL)	Andrewes and Horder 1906		2	NCTC 8618, NCDO 1779	788218	
Streptococcus	salivarius	thermophilus	34:356	comb. nov. (VL)	(Orla-Jensen 1919) Farrow and Collins 1984		1	NCDO 573	781384	
Streptococcus	saliviloxodontae		64:3292*	sp. nov. (VP)	Saito et al. 2014			NUM 6306, JCM 19288, DSM 27513	792112	
Streptococcus	sanguinis		30:368 (AL)	species (AL)	White and Niven 1946	nom. corrig.: IJSB 47:909*; <I>Streptococcus sanguis</I> (sic)	2	ATCC 10556, DSM 20567	781385	
Streptococcus	shiloi		45:197	sp. nov. (VL), heterotypic syn.	Eldar et al. 1995	synonymy: IJSB 45:841*	2, Z	ATCC 51499, CIP 103769, ND 2-16	784994	781350
Streptococcus	sinensis		52:1438	sp. nov. (VL)	Woo et al. 2002		2	DSM 14990, HKU4, LMG 21517	781386	
Streptococcus	sobrinus		33:883*	sp. nov., nom. rev. (VP)	(ex Coykendall 1974) Coykendall 1983		2	ATCC 33478, CCM 6070, DSM 20742, SL1	781387	
Streptococcus	suis		37:160*	sp. nov., nom. rev. (VP)	(ex Elliott 1966) Kilpper-Bälz and Schleifer 1987		2, Z	CCUG 7984, DSM 9682, Henrichsen S735, NCTC 10234	781389	
Streptococcus	tangierensis		65:1107	sp. nov. (VL)	Kadri et al. 2015			CCMM B832, LMG 27683	792773	
Streptococcus	thermophilus		30:368 (AL)	species (AL)	Orla-Jensen 1919	Schleifer et al. 1991 (see Validation List No. 54) propose the revived name Streptococcus thermophilus (basonym: Streptococcus salivarius subsp. thermophilus); but Streptococcus thermophilus cannot be revived because it appeared in the Approved Lists	1	ATCC 19258, DSM 20617, NCDO 573, NCIB 8510	781390	781384
Streptococcus	thoraltensis		47:1077*	sp. nov. (VP)	Devriese et al. 1997		1	DSM 12221, LMG 13593, S69	781391	
Streptococcus	tigurinus		62:2944*	sp. nov. (VP)	Zbinden et al. 2012		2	AZ_3a, CCOS 600, DSM 24864	790334	794815
Streptococcus	troglodytae		63:421*	sp. nov. (VP)	Okamato et al. 2013			TKU 31, JCM 18038, DSM 25324	790500	
Streptococcus	troglodytidis		63:452*	sp. nov. (VP)	Zhang et al. 2013		2, t	M09-11185, ATCC BAA-2337, KCTC 33006, ABB-12D01	790499	
Streptococcus	uberis		30:368 (AL)	species (AL)	Diernhofer 1932		2, ht	ATCC 19436, DSM 20569, NCDO 2038, NCTC 3858	781392	
Streptococcus	urinalis		50:1177*	sp. nov. (VP)	Collins et al. 2000		1, +	2285-97, CCUG 41590	781393	
Streptococcus	ursoris		61:43*	sp. nov. (VP)	Shinozaki-Kuwahara et al. 2011			NUM 1615, DSM 22768, JCM 16316	789006	
Streptococcus	vestibularis		38:335*	sp. nov. (VP)	Whiley and Hardie 1988		1	DSM 5636, MM1, NCTC 12166	781394	
Streptococcus	waius		49:766*	sp. nov. (VP), heterotypic syn.	Flint et al. 1999	synonymy: IJSEM 52:950*	1	3/1, NZRCC 20100	784995	781339
Streptohalobacillus			61:1129*	gen. nov. (VP)	Wang et al. 2011				518090	
Streptohalobacillus	salinus		61:1130*	sp. nov. (VP)	Wang et al. 2011		1	H96B60, CGMCC 1.7733, DSM 22440	789218	
Streptomonospora			51:362*	gen. nov. (VP)	Cui et al. 2001 emend. Li et al. 2003 emend. Zhang et al. 2013	nom. corrig.: <I>Streptimonospora</I> (sic); emended descriptions: IJSEM 53:1424* and IJSEM 63:4451*			516690	
Streptomonospora	alba		53:1424*	sp. nov. (VP)	Li et al. 2003		1	CCTCC AA001013, DSM 44588, YIM 90003	781397	
Streptomonospora	algeriensis		64:3604	sp. nov. (VL)	Meklat et al. 2014			H27, CCUG 63369, DSM 45604, MTCC 11563	792288	
Streptomonospora	amylolytica		59:2474*	sp. nov. (VP)	Cai et al. 2009		1	YIM 91353, CCTCC AA 208048, DSM 45171	788142	
Streptomonospora	arabica		63:4454*	comb. nov. (VP)	(Hozzein and Goodfellow 2008) Zhang et al. 2013		1	S186, CGMCC 4.2057, DSM 45083	791351	
Streptomonospora	flavalba		59:2474*	sp. nov. (VP)	Cai et al. 2009		1	YIM 91394, CCTCC AA 208047, DSM 45155	788143	
Streptomonospora	halophila		58:1560*	sp. nov. (VP)	Cai et al. 2008		1	YIM 91355, DSM 45075, KCTC 19236	787449	
Streptomonospora	halotolerans		65:3188*	sp. nov. (VP)	Zhao et al. 2015			NEAU-Jh2-17, CGMCC 4.7218, JCM 30347	793143	
Streptomonospora	nanhaiensis		63:4454*	sp. nov. (VP)	Zhang et al. 2013		1	12A09, KCTC 29145, CCTCC AB 2013140	791350	
Streptomonospora	salina		51:362*	sp. nov. (VP)	Cui et al. 2001	nom. corrig.: <I>Streptimonospora salina</I> (sic)	1	CCRC 16284, CCTCC 99003, DSM 44593, YIM 90002	781398	
Streptomonospora	sediminis		63:4453*	sp. nov. (VP)	Zhang et al. 2013		1	YIM M11335, DSM 45723, CCTCC AB 2012051	791349	
Streptomonospora	tuzyakensis		66:1914	sp. nov. (VL)	Tatar et al. 2016			BN506, DSM 45930, KCTC 29210	793585	
Streptomyces			30:368 (AL)	genus (AL)	Waksman and Henrici 1943				517119	
Streptomyces	abietis		63:4758*	sp. nov. (VP)	Fujii et al. 2013		1	A191, NBRC 109094, DSM 42080	791333	
Streptomyces	abikoensis		41:456	comb. nov. (VL)	(Umezawa et al. 1951) Witt and Stackebrandt 1991	"synonyms: ""S. takataensis""; ""S. waksmanii""; ""S. rubroverticillatus"" IJSB 46:699*"	1	ATCC 12766, CBS 487.62, DSM 40831, NBRC 13860, NRRL B-1518, RIA 497	781400	
Streptomyces	aburaviensis		30:368 (AL)	species (AL)	Nishimura et al. 1957		1	ATCC 23869, DSM 40033, IMET 43031	781401	795570
Streptomyces	abyssalis		62:2376*	sp. nov. (VP)	Xu et al. 2012		1	YIM M 10400, CCTCC AA 2010008, DSM 42024	790198	
Streptomyces	achromogenes		30:369 (AL)	species (AL)	Okami and Umezawa 1953		1		784996	781402
Streptomyces	achromogenes	achromogenes	30:369 (AL)	subspecies (AL)	Okami and Umezawa 1953		1	ATCC 12767, DSM 40028, IMET 43080	781402	
Streptomyces	achromogenes	rubradiris	30:369 (AL)	subspecies (AL)	Bhuyan et al. 1965		1	CBS 566.70, DSM 40789, NRRL 3061	781403	
Streptomyces	acidiscabies		39:393*	sp. nov. (VP)	Lambert and Loria 1989		1, p	ATCC 49003, DSM 41668, RL-110	781404	
Streptomyces	acrimycini		30:369 (AL)	species (AL), heterotypic syn.	(Preobrazhenskaya et al. 1957) Pridham et al. 1958	synonymy: IJSEM 60:702*	1	ATCC 19885, DSM 40135, Preobrazhenskaya 7699	781407	782028
Streptomyces	actinomycinicus		66:294*	sp. nov. (VP)	Tanasupawat et al. 2016			RCU-197, JCM 30864, TISTR 2208, PCU 342	793726	
Streptomyces	aculeolatus		38:136	sp. nov. (VL)	Shomura et al. 1988		1	DSM 41644, JCM 6055, SF 2415	781409	
Streptomyces	adustus		66:3577*	sp. nov. (VP)	Lee and Whang 2016			WH-9, KACC 17197, NBRC 109810	794526	
Streptomyces	afghaniensis		30:369 (AL)	species (AL)	Shimo et al. 1959		1	ATCC 23871, DSM 40228, IMET 42942	781411	
Streptomyces	africanus		54:1534*	sp. nov. (VP)	Meyers et al. 2004	the accession number NRRL B-24143 in the original description is incorrect, see IJSEM 56, 2505 (2006)	1	CPJVR-H, DSM 41829, NRRL B-24243	781412	
Streptomyces	aidingensis		63:3207*	sp. nov. (VP)	Xia et al. 2013		1	TRM 46012, CGMCC 4.5739, NBRC 108211	791101	
Streptomyces	alanosinicus		30:369 (AL)	species (AL)	Thiemann and Beretta 1966		1	ATCC 15710, DSM 40606	781414	
Streptomyces	albaduncus		30:369 (AL)	species (AL)	Tsukiura et al. 1964		1	ATCC 14698, CBS 698.72, DSM 40478, IFO 13397, ISP 5478, RIA 1358	781415	
Streptomyces	albiaxialis		43:398	sp. nov. (VL)	Kuznetsov et al. 1993		1	DSM 41799, VKM A-691	781416	
Streptomyces	albidochromogenes		36:573	sp. nov. (VL)	Preobrazhenskaya 1986		1	INA 11792	781417	
Streptomyces	albidoflavus		30:369 (AL)	species (AL)	(Rossi Doria 1891) Waksman and Henrici 1948 emend. Rong et al. 2009		1	ATCC 25422, DSM 40455	781418	
Streptomyces	albiflavescens		65:1472*	sp. nov. (VP)	Han et al. 2015			m20, CGMCC 4.7111, KCTC 29196	792837	
Streptomyces	albiflaviniger		58:1	sp. nov. (VL)	Goodfellow et al. 2008		1	DSM 41598, NRRL B-1356	787164	
Streptomyces	albireticuli		41:456	comb. nov. (VL), heterotypic syn.	(Nakazawa 1955) Witt and Stackebrandt 1991	synonymy: IJSEM 53:1528*	1	ATCC 19721, CBS 460.68, DSM 40051, IFO 12737, ISP 5051, RIA 1002	781420	781631
Streptomyces	albofaciens		30:369 (AL)	species (AL)	Thirumalachar and Bhatt 1960		1	ATCC 25184, DSM 40268, IMET 43518	781423	
Streptomyces	alboflavus		30:369 (AL)	species (AL)	(Waksman and Curtis 1916) Waksman and Henrici 1948		1	ATCC 12626, DSM 40045, IMET 42936	781424	
Streptomyces	albogriseolus		30:370 (AL)	species (AL)	Benedict et al. 1954		1	DSM 40003, NRRL B-1305	781425	
Streptomyces	albolongus		30:370 (AL)	species (AL)	Tsukiura et al. 1964		1	ATCC 27414, CBS 766.72, DSM 40570, IFO 13465, ISP 5570, RIA 1426	781427	795571
Streptomyces	alboniger		30:370 (AL)	species (AL)	Porter et al. 1952		1	ATCC 12461, DSM 40043, IMET 43691	781428	
Streptomyces	albospinus		30:370 (AL)	species (AL)	Wang et al. 1966		1	ATCC 29808, DSM 41674	781430	
Streptomyces	albosporeus		30:370 (AL)	species (AL)	(Krainsky 1914) Waksman and Henrici 1948		1		781431	781469
Streptomyces	albosporeus	albosporeus	30:370 (AL)	subspecies (AL), heterotypic syn.	(Krainsky 1914) Waksman and Henrici 1948	synonymy: IJSEM 52:827*	1	ATCC 15394, CCM 3157, DSM 40795, NRRL B-2372	781432	781469
Streptomyces	albosporeus	labilomyceticus	30:370 (AL)	subspecies (AL)	Okami et al. 1963		1	DSM 41672, NIHJ 425	781433	
Streptomyces	alboverticillatus		46:836	comb. nov. (VL), heterotypic syn.	(Locci and Schofield 1989) Witt and Stackebrandt 1991	synonymy: IJSEM 53:1528*	1	ATCC 29818, DSM 41678, IPV 2254, NBRC 13861	781435	781709
Streptomyces	albovinaceus		30:370 (AL)	species (AL), heterotypic syn.	(Kudrina 1957) Pridham et al. 1958	synonymy: IJSEM 63:2983*	1	ATCC 15823, DSM 40136	781436	781694
Streptomyces	alboviridis		30:370 (AL)	species (AL), heterotypic syn.	(Duche 1934) Pridham et al. 1958	synonymy: IJSEM 60:702*	1	ATCC 25425, DSM 40326	781437	781855
Streptomyces	albulus		30:371 (AL)	species (AL)	Routien 1969		1	ATCC 12757, CBS 711.72, DSM 40492, IFO 13410, ISP 5492, RIA 1371	781438	
Streptomyces	albus		30:371 (AL)	species (AL)	(Rossi Doria 1891) Waksman and Henrici 1943 emend. Labeda et al. 2014	No longer divided into subspecies; emended description: IJSEM 64:899*	1	ATCC 25426, ATCC 3004, CBS 410.63, CBS 924.69, BCRC 10802, CCUG 33990, CECT 3077, CGMCC 4.1640, CIP 104432, DSM 40313, HUT 6613, IFM 1119, IMET 40241, JCM 4450, JCM 4177, KCTC 1082, NBRC 13014, NBRC 3710, NCIMB 9558, NRRL B-2208, NRRL B-1811, RIA 1206, VK	781439	
Streptomyces	albus	albus	30:371 (AL)	subspecies (AL), homotypic syn.	(Rossi Doria 1891) Waksman and Henrici 1943		1	ATCC 3004, DSM 40313, IMET 40241	781440	781439
Streptomyces	albus	pathocidicus	30:371 (AL)	subspecies (AL)	Nagatsu et al. 1962		1	ATCC 14510, DSM 40799	781441	791635
Streptomyces	aldersoniae		60:773*	sp. nov. (VP)	Kumar and Goodfellow 2010		1	DSM 41909, NRRL 18513	788473	
Streptomyces	alfalfae		66:48*	sp. nov. (VP)	She et al. 2016			XY25, KCTC 39571, CCTCC AA2015019	793710	
Streptomyces	alkaliphilus		65:2779	sp. nov. (VL)	Akhwale et al. 2015			No. 7, DSM 42118, CECT 8549	792676	
Streptomyces	alkalithermotolerans		65:1107	sp. nov. (VL)	Sultanpuram et al. 2015			AC3, JCM 30167, KCTC 29497	792774	
Streptomyces	almquistii		30:371 (AL)	species (AL), heterotypic syn.	(Duche 1934) Pridham et al. 1958	synonymy: IJSEM 64:899*	1	ATCC 618, CBS 925.69, DSM 40447, IFO 13015, IMET 43380, ISP 5447, RIA 1207	781443	781439
Streptomyces	alni		59:257*	sp. nov. (VP)	Liu et al. 2009		1	D65, CGMCC 4.3510, NRRL B-24611	787735	
Streptomyces	althioticus		30:371 (AL)	species (AL)	Yamaguchi et al. 1957		1	ATCC 19724, CBS 463.68, DSM 40092, IFO 12740, ISP 5092, RIA 1005	781445	
